"experiment","folder","file","distribution_code","distribution","rmse_best","l1_best","linf_best","rmse_i","rmse_ii","rmse_iii","rmse_iv","rmse_v","l1_i","l1_ii","l1_iii","l1_iv","l1_v","linf_i","linf_ii","linf_iii","linf_iv","linf_v","rmse_friedman_chisq","rmse_friedman_df","rmse_friedman_p","rmse_kendall_w","rmse_anova_f","rmse_anova_p","l1_friedman_chisq","l1_friedman_df","l1_friedman_p","l1_kendall_w","l1_anova_f","l1_anova_p","linf_friedman_chisq","linf_friedman_df","linf_friedman_p","linf_kendall_w","linf_anova_f","linf_anova_p"
665,"ex665","faces_ex665.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.1096,0.0542,0.0383,0.0385,0.0392,0.3,0.147,0.104,0.104,0.106,0.1499,0.0734,0.0519,0.0521,0.0529,60.187,4,"=2.65e-12",0.046,70.663,"<",63.813,4,"=4.575e-13",0.048,71.613,"<",63.813,4,"=4.575e-13",0.048,71.613,"<"
666,"ex666","faces_ex666.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.043,0.0583,0.0286,0.0287,0.0287,0.1173,0.1574,0.0768,0.0773,0.0772,0.0587,0.0787,0.0384,0.0386,0.0386,136.33,4,"<2.2e-16",0.103,19.435,"1.497e-15",132.44,4,"<2.2e-16",0.1,18.986,"3.424e-15",132.44,4,"<2.2e-16",0.1,18.986,"3.424e-15"
667,"ex667","faces_ex667.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.0787,0.0744,0.0494,0.0495,0.0494,0.211,0.199,0.132,0.133,0.132,0.1057,0.0997,0.0662,0.0663,0.0662,29.287,4,"=6.834e-06",0.022,18.332,"1.143e-14",30.97,4,"=3.105e-06",0.023,18.37,"1.066e-14",30.97,4,"=3.105e-06",0.023,18.37,"1.066e-14"
668,"ex668","faces_ex668.lst",3,"Negative binomial","(iii)","(iv)","(iii)",0.1124,0.0578,0.035,0.035,0.0351,0.3067,0.1564,0.0941,0.094,0.0943,0.1534,0.0782,0.047,0.047,0.0472,65.101,4,"=2.451e-13",0.049,69.182,"<",73.11,4,"=5e-15",0.055,69.879,"<",73.11,4,"=5e-15",0.055,69.879,"<"
669,"ex669","faces_ex669.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.0425,0.0403,0.0243,0.0243,0.0257,0.1166,0.1082,0.0656,0.0658,0.0696,0.0583,0.0541,0.0328,0.0329,0.0348,102.41,4,"<2.2e-16",0.078,10.517,"2.178e-08",92.039,4,"<2.2e-16",0.07,10.51,"2.207e-08",92.039,4,"<2.2e-16",0.07,10.51,"2.207e-08"
670,"ex670","faces_ex670.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.0764,0.068,0.0477,0.048,0.0477,0.206,0.184,0.128,0.129,0.128,0.1029,0.0918,0.0642,0.0645,0.0642,46.798,4,"=1.68e-09",0.035,20.047,"4.852e-16",35.472,4,"=3.716e-07",0.027,20.263,"3.26e-16",35.472,4,"=3.716e-07",0.027,20.263,"3.26e-16"
671,"ex671","faces_ex671.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.0998,0.0566,0.0346,0.0347,0.0358,0.2735,0.153,0.0933,0.0934,0.0965,0.1368,0.0765,0.0467,0.0467,0.0482,67.595,4,"=7.302e-14",0.051,62.706,"<",67.16,4,"=9.021e-14",0.051,63.318,"<",67.16,4,"=9.021e-14",0.051,63.318,"<"
672,"ex672","faces_ex672.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.0523,0.0457,0.0252,0.0252,0.0252,0.1439,0.1229,0.0677,0.0677,0.0677,0.072,0.0614,0.0338,0.0339,0.0338,86.907,4,"<2.2e-16",0.066,16.585,"2.875e-13",84.982,4,"<2.2e-16",0.064,16.602,"2.784e-13",84.982,4,"<2.2e-16",0.064,16.602,"2.784e-13"
673,"ex673","faces_ex673.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.0885,0.0676,0.0502,0.0504,0.0502,0.238,0.182,0.135,0.136,0.135,0.1188,0.0911,0.0675,0.0678,0.0675,31.244,4,"=2.73e-06",0.024,24.316,"<",25.467,4,"=4.053e-05",0.019,24.364,"<",25.467,4,"=4.053e-05",0.019,24.364,"<"
674,"ex674","faces_ex674.lst",3,"Negative binomial","(v)","(v)","(v)",0.1061,0.0594,0.0352,0.0352,0.0351,0.2898,0.1617,0.0946,0.0946,0.0944,0.1449,0.0809,0.0473,0.0473,0.0472,75.561,4,"=1.516e-15",0.057,58.521,"<",81.215,4,"<2.2e-16",0.062,59.516,"<",81.215,4,"<2.2e-16",0.062,59.516,"<"
675,"ex675","faces_ex675.lst",3,"Negative binomial","(iv)","(iv)","(iii)",0.04,0.046,0.0251,0.025,0.025,0.1095,0.1235,0.0671,0.0669,0.0669,0.0547,0.0618,0.0335,0.0335,0.0335,83.922,4,"<2.2e-16",0.064,13.392,"1.06e-10",94.201,4,"<2.2e-16",0.071,13.312,"1.23e-10",94.201,4,"<2.2e-16",0.071,13.312,"1.23e-10"
676,"ex676","faces_ex676.lst",3,"Negative binomial","(v)","(v)","(v)",0.092,0.1135,0.0817,0.0817,0.0807,0.248,0.305,0.219,0.22,0.217,0.124,0.153,0.109,0.11,0.108,24.104,4,"=7.612e-05",0.018,19.717,"8.912e-16",27.835,4,"=1.347e-05",0.021,19.616,"1.072e-15",27.835,4,"=1.347e-05",0.021,19.616,"1.072e-15"
677,"ex677","faces_ex677.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.0744,0.0826,0.0583,0.0583,0.0583,0.202,0.222,0.158,0.158,0.158,0.1008,0.111,0.0788,0.0789,0.0788,88.613,4,"<2.2e-16",0.067,26.029,"<",84.31,4,"<2.2e-16",0.064,24.912,"<",84.31,4,"<2.2e-16",0.064,24.912,"<"
678,"ex678","faces_ex678.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.0451,0.0689,0.0437,0.0443,0.0445,0.122,0.186,0.117,0.119,0.12,0.0608,0.0929,0.0587,0.0596,0.0598,105.16,4,"<2.2e-16",0.08,41.064,"<",113.81,4,"<2.2e-16",0.086,39.139,"<",113.81,4,"<2.2e-16",0.086,39.139,"<"
679,"ex679","faces_ex679.lst",3,"Negative binomial","(v)","(v)","(iii)",0.0936,0.1183,0.0833,0.0838,0.083,0.251,0.317,0.223,0.224,0.222,0.126,0.158,0.111,0.112,0.111,56.516,4,"=1.563e-11",0.043,33.668,"<",51.959,4,"=1.407e-10",0.039,33.193,"<",51.959,4,"=1.407e-10",0.039,33.193,"<"
680,"ex680","faces_ex680.lst",3,"Negative binomial","(iv)","(iv)","(iv)",0.0741,0.0933,0.0616,0.0612,0.0614,0.201,0.252,0.166,0.165,0.165,0.1006,0.1258,0.0828,0.0824,0.0826,96.036,4,"<2.2e-16",0.073,34.942,"<",98.73,4,"<2.2e-16",0.075,34.115,"<",98.73,4,"<2.2e-16",0.075,34.115,"<"
681,"ex681","faces_ex681.lst",3,"Negative binomial","(i)","(i)","(i)",0.0437,0.0658,0.0449,0.0448,0.0446,0.118,0.178,0.121,0.121,0.12,0.0588,0.0888,0.0603,0.0603,0.0602,109.15,4,"<2.2e-16",0.083,40.65,"<",103.62,4,"<2.2e-16",0.078,40.972,"<",103.62,4,"<2.2e-16",0.078,40.972,"<"
682,"ex682","faces_ex682.lst",3,"Negative binomial","(v)","(v)","(v)",0.0999,0.1252,0.0882,0.0889,0.0876,0.269,0.337,0.236,0.238,0.235,0.135,0.168,0.118,0.119,0.117,71.307,4,"=1.202e-14",0.054,30.427,"<",75.098,4,"=1.9e-15",0.057,30.286,"<",75.098,4,"=1.9e-15",0.057,30.286,"<"
683,"ex683","faces_ex683.lst",3,"Negative binomial","(v)","(v)","(v)",0.0777,0.0848,0.0625,0.0618,0.0611,0.209,0.229,0.168,0.166,0.164,0.1047,0.1146,0.0841,0.0832,0.0822,59.993,4,"=2.911e-12",0.045,21.017,"<",61.847,4,"=1.186e-12",0.047,20.994,"<",61.847,4,"=1.186e-12",0.047,20.994,"<"
684,"ex684","faces_ex684.lst",3,"Negative binomial","(iv)","(iv)","(iv)",0.0478,0.0662,0.0453,0.0446,0.0446,0.128,0.178,0.122,0.119,0.12,0.0641,0.0891,0.0608,0.0597,0.0598,94.179,4,"<2.2e-16",0.071,33.345,"<",90.965,4,"<2.2e-16",0.069,34.434,"<",90.965,4,"<2.2e-16",0.069,34.434,"<"
685,"ex685","faces_ex685.lst",3,"Negative binomial","(iv)","(iii)","(iii)",0.0919,0.107,0.0792,0.0789,0.0792,0.246,0.288,0.212,0.212,0.212,0.123,0.144,0.106,0.106,0.106,38.075,4,"=1.081e-07",0.029,21.403,"<",30.33,4,"=4.193e-06",0.023,22.096,"<",30.33,4,"=4.193e-06",0.023,22.096,"<"
686,"ex686","faces_ex686.lst",3,"Negative binomial","(iv)","(iv)","(iv)",0.0716,0.0799,0.0571,0.0564,0.0571,0.194,0.215,0.153,0.152,0.153,0.097,0.1076,0.0766,0.0758,0.0767,48.928,4,"=6.043e-10",0.037,26.156,"<",55.544,4,"=2.499e-11",0.042,25.373,"<",55.544,4,"=2.499e-11",0.042,25.373,"<"
687,"ex687","faces_ex687.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.0409,0.062,0.0389,0.0393,0.0399,0.11,0.166,0.105,0.106,0.108,0.0551,0.0832,0.0524,0.0528,0.0539,120.97,4,"<2.2e-16",0.092,35.489,"<",117.38,4,"<2.2e-16",0.089,36.319,"<",117.38,4,"<2.2e-16",0.089,36.319,"<"
688,"ex688","faces_ex688.lst",3,"Negative binomial","(v)","(v)","(iv)",0.0991,0.1065,0.0837,0.0836,0.0833,0.266,0.286,0.225,0.225,0.223,0.133,0.143,0.113,0.112,0.112,22.087,4,"=0.0001926",0.017,14.384,"1.688e-11",15.19,4,"=0.004322",0.012,14.398,"1.644e-11",15.19,4,"=0.004322",0.012,14.398,"1.644e-11"
689,"ex689","faces_ex689.lst",3,"Negative binomial","(v)","(iii)","(iii)",0.0774,0.087,0.0605,0.0609,0.0604,0.21,0.235,0.163,0.164,0.163,0.105,0.1174,0.0816,0.0821,0.0816,93.498,4,"<2.2e-16",0.071,26.032,"<",93.055,4,"<2.2e-16",0.07,25.832,"<",93.055,4,"<2.2e-16",0.07,25.832,"<"
690,"ex690","faces_ex690.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.041,0.0652,0.0401,0.0401,0.0408,0.111,0.176,0.108,0.108,0.11,0.0553,0.0878,0.0539,0.0541,0.0552,149.02,4,"<2.2e-16",0.113,50.289,"<",158.63,4,"<2.2e-16",0.12,49.169,"<",158.63,4,"<2.2e-16",0.12,49.169,"<"
691,"ex691","faces_ex691.lst",3,"Negative binomial","(v)","(v)","(v)",0.0918,0.1091,0.0799,0.0795,0.0791,0.247,0.293,0.215,0.214,0.213,0.123,0.146,0.108,0.107,0.106,58.684,4,"=5.483e-12",0.044,24.35,"<",49.593,4,"=4.392e-10",0.038,24.455,"<",49.593,4,"=4.392e-10",0.038,24.455,"<"
692,"ex692","faces_ex692.lst",3,"Negative binomial","(v)","(v)","(v)",0.0875,0.0826,0.0615,0.0616,0.0607,0.236,0.223,0.166,0.166,0.163,0.1181,0.1115,0.0828,0.083,0.0813,53.486,4,"=6.742e-11",0.041,25.321,"<",62.967,4,"=6.894e-13",0.048,25.412,"<",62.967,4,"=6.894e-13",0.048,25.412,"<"
693,"ex693","faces_ex693.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.0449,0.0632,0.0413,0.0417,0.0421,0.121,0.17,0.112,0.112,0.114,0.0603,0.0849,0.0559,0.056,0.0568,81.149,4,"<2.2e-16",0.061,26.061,"<",81.775,4,"<2.2e-16",0.062,26.086,"<",81.775,4,"<2.2e-16",0.062,26.086,"<"
694,"ex694","faces_ex694.lst",3,"Negative binomial","(v)","(v)","(v)",0.0927,0.1115,0.0842,0.084,0.0833,0.25,0.301,0.226,0.226,0.223,0.125,0.15,0.113,0.113,0.112,24.368,4,"=6.738e-05",0.018,23.229,"<",29.792,4,"=5.397e-06",0.023,23.213,"<",29.792,4,"=5.397e-06",0.023,23.213,"<"
695,"ex695","faces_ex695.lst",3,"Negative binomial","(v)","(v)","(v)",0.0778,0.0818,0.058,0.0579,0.0574,0.211,0.219,0.156,0.155,0.154,0.1054,0.1095,0.0778,0.0776,0.0769,67.704,4,"=6.925e-14",0.051,25.866,"<",58.652,4,"=5.568e-12",0.044,25.242,"<",58.652,4,"=5.568e-12",0.044,25.242,"<"
696,"ex696","faces_ex696.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.045,0.0607,0.0417,0.0423,0.0426,0.121,0.164,0.112,0.113,0.114,0.0607,0.0819,0.0558,0.0566,0.0571,88.621,4,"<2.2e-16",0.067,20.531,"<",86.912,4,"<2.2e-16",0.066,19.983,"5.465e-16",86.912,4,"<2.2e-16",0.066,19.983,"5.465e-16"
697,"ex697","faces_ex697.lst",3,"Negative binomial","(v)","(v)","(v)",0.0834,0.1078,0.0759,0.0761,0.075,0.223,0.29,0.203,0.203,0.201,0.112,0.145,0.102,0.102,0.1,47.692,4,"=1.094e-09",0.036,30.776,"<",44.587,4,"=4.846e-09",0.034,32.463,"<",44.587,4,"=4.846e-09",0.034,32.463,"<"
698,"ex698","faces_ex698.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.073,0.0775,0.0536,0.0536,0.0537,0.199,0.208,0.144,0.144,0.145,0.0993,0.104,0.0721,0.0721,0.0724,57.753,4,"=8.6e-12",0.044,23.686,"<",59.915,4,"=3.022e-12",0.045,23.556,"<",59.915,4,"=3.022e-12",0.045,23.556,"<"
699,"ex699","faces_ex699.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.0433,0.0592,0.039,0.0392,0.04,0.118,0.159,0.105,0.105,0.108,0.0588,0.0796,0.0526,0.0527,0.0541,88.962,4,"<2.2e-16",0.067,27.434,"<",91.411,4,"<2.2e-16",0.069,26.943,"<",91.411,4,"<2.2e-16",0.069,26.943,"<"
700,"ex700","faces_ex700.lst",3,"Negative binomial","(v)","(iii)","(iii)",0.1071,0.1154,0.0803,0.0803,0.0802,0.288,0.31,0.215,0.215,0.215,0.144,0.155,0.108,0.108,0.108,60.628,4,"=2.141e-12",0.046,26.683,"<",60.179,4,"=2.66e-12",0.046,27.128,"<",60.179,4,"=2.66e-12",0.046,27.128,"<"
701,"ex701","faces_ex701.lst",3,"Negative binomial","(v)","(iv)","(v)",0.0742,0.0804,0.0567,0.0566,0.0562,0.201,0.216,0.153,0.152,0.152,0.1006,0.1079,0.0763,0.0762,0.0758,73.472,4,"=4.194e-15",0.056,23.288,"<",69.939,4,"=2.338e-14",0.053,23.085,"<",69.939,4,"=2.338e-14",0.053,23.085,"<"
702,"ex702","faces_ex702.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.0446,0.0582,0.0402,0.0407,0.0407,0.121,0.156,0.108,0.109,0.11,0.0604,0.078,0.0542,0.0546,0.0548,125.44,4,"<2.2e-16",0.095,25.463,"<",101.74,4,"<2.2e-16",0.077,23.985,"<",101.74,4,"<2.2e-16",0.077,23.985,"<"
703,"ex703","faces_ex703.lst",3,"Negative binomial","(i)","(i)","(i)",0.138,0.18,0.14,0.138,0.143,0.37,0.486,0.377,0.372,0.384,0.185,0.243,0.188,0.186,0.192,49.806,4,"=3.964e-10",0.038,34.007,"<",58.126,4,"=7.18e-12",0.044,34.137,"<",58.126,4,"=7.18e-12",0.044,34.137,"<"
704,"ex704","faces_ex704.lst",3,"Negative binomial","(v)","(v)","(v)",0.0998,0.1382,0.1,0.1002,0.0986,0.27,0.37,0.268,0.269,0.266,0.135,0.185,0.134,0.135,0.133,110.21,4,"<2.2e-16",0.083,66.809,"<",100.37,4,"<2.2e-16",0.076,64.779,"<",100.37,4,"<2.2e-16",0.076,64.779,"<"
705,"ex705","faces_ex705.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.076,0.102,0.0746,0.0749,0.0783,0.206,0.275,0.2,0.202,0.213,0.103,0.137,0.1,0.101,0.106,70.606,4,"=1.691e-14",0.053,45.497,"<",69.404,4,"=3.033e-14",0.053,44.319,"<",69.404,4,"=3.033e-14",0.053,44.319,"<"
706,"ex706","faces_ex706.lst",3,"Negative binomial","(iv)","(iv)","(iv)",0.141,0.181,0.14,0.137,0.14,0.377,0.486,0.375,0.368,0.376,0.189,0.243,0.188,0.184,0.188,31.292,4,"=2.669e-06",0.024,33.087,"<",31.404,4,"=2.533e-06",0.024,32.939,"<",31.404,4,"=2.533e-06",0.024,32.939,"<"
707,"ex707","faces_ex707.lst",3,"Negative binomial","(v)","(v)","(v)",0.0992,0.1304,0.1023,0.1003,0.0977,0.267,0.349,0.274,0.269,0.262,0.133,0.175,0.137,0.134,0.131,63.457,4,"=5.438e-13",0.048,38.498,"<",52.686,4,"=9.913e-11",0.04,37.685,"<",52.686,4,"=9.913e-11",0.04,37.685,"<"
708,"ex708","faces_ex708.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.0749,0.107,0.0736,0.0753,0.0792,0.202,0.287,0.198,0.202,0.215,0.1011,0.1435,0.0991,0.1012,0.1074,105.88,4,"<2.2e-16",0.08,42.099,"<",107.97,4,"<2.2e-16",0.082,40.672,"<",107.97,4,"<2.2e-16",0.082,40.672,"<"
709,"ex709","faces_ex709.lst",3,"Negative binomial","(v)","(v)","(v)",0.145,0.186,0.145,0.144,0.142,0.389,0.499,0.39,0.386,0.382,0.195,0.249,0.195,0.193,0.191,19.023,4,"=0.0007778",0.014,31.413,"<",20.4,4,"=0.0004163",0.015,31.473,"<",20.4,4,"=0.0004163",0.015,31.473,"<"
710,"ex710","faces_ex710.lst",3,"Negative binomial","(v)","(v)","(v)",0.1011,0.1376,0.1052,0.1027,0.0999,0.272,0.37,0.282,0.276,0.269,0.136,0.185,0.141,0.138,0.134,89.629,4,"<2.2e-16",0.068,43.367,"<",90.863,4,"<2.2e-16",0.069,43.191,"<",90.863,4,"<2.2e-16",0.069,43.191,"<"
711,"ex711","faces_ex711.lst",3,"Negative binomial","(iv)","(iv)","(iv)",0.0766,0.1085,0.0776,0.076,0.0825,0.207,0.291,0.209,0.205,0.223,0.103,0.146,0.104,0.102,0.112,103.4,4,"<2.2e-16",0.078,48.069,"<",104.26,4,"<2.2e-16",0.079,45.164,"<",104.26,4,"<2.2e-16",0.079,45.164,"<"
712,"ex712","faces_ex712.lst",3,"Negative binomial","(i)","(i)","(i)",0.137,0.173,0.14,0.138,0.137,0.367,0.462,0.376,0.37,0.367,0.183,0.231,0.188,0.185,0.184,23.978,4,"=8.068e-05",0.018,32.944,"<",25.525,4,"=3.945e-05",0.019,31.538,"<",25.525,4,"=3.945e-05",0.019,31.538,"<"
713,"ex713","faces_ex713.lst",3,"Negative binomial","(i)","(i)","(i)",0.0966,0.1358,0.1018,0.1007,0.0984,0.26,0.367,0.273,0.271,0.265,0.13,0.183,0.137,0.135,0.132,103.2,4,"<2.2e-16",0.078,45.48,"<",102.96,4,"<2.2e-16",0.078,46.445,"<",102.96,4,"<2.2e-16",0.078,46.445,"<"
714,"ex714","faces_ex714.lst",3,"Negative binomial","(i)","(i)","(i)",0.0719,0.105,0.0726,0.0734,0.0744,0.194,0.282,0.194,0.197,0.202,0.0972,0.141,0.0972,0.0985,0.1008,111.48,4,"<2.2e-16",0.084,61.913,"<",107.47,4,"<2.2e-16",0.081,58.516,"<",107.47,4,"<2.2e-16",0.081,58.516,"<"
715,"ex715","faces_ex715.lst",3,"Negative binomial","(iv)","(iv)","(iv)",0.132,0.179,0.131,0.13,0.131,0.354,0.48,0.35,0.347,0.352,0.177,0.24,0.175,0.173,0.176,32.225,4,"=1.72e-06",0.024,39.077,"<",32.407,4,"=1.579e-06",0.025,39.068,"<",32.407,4,"=1.579e-06",0.025,39.068,"<"
716,"ex716","faces_ex716.lst",3,"Negative binomial","(v)","(v)","(v)",0.0927,0.1275,0.0965,0.0951,0.0922,0.25,0.342,0.259,0.256,0.248,0.125,0.171,0.129,0.128,0.124,78.429,4,"=3.747e-16",0.059,50.714,"<",66.201,4,"=1.437e-13",0.05,48.401,"<",66.201,4,"=1.437e-13",0.05,48.401,"<"
717,"ex717","faces_ex717.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.0736,0.108,0.0722,0.0745,0.0797,0.2,0.291,0.195,0.202,0.217,0.1,0.1457,0.0975,0.1008,0.1085,114.2,4,"<2.2e-16",0.087,45.463,"<",120.79,4,"<2.2e-16",0.092,43.122,"<",120.79,4,"<2.2e-16",0.092,43.122,"<"
718,"ex718","faces_ex718.lst",3,"Negative binomial","(i)","(i)","(i)",0.13,0.185,0.133,0.132,0.131,0.348,0.496,0.359,0.357,0.352,0.174,0.248,0.179,0.178,0.176,46.902,4,"=1.598e-09",0.036,53.079,"<",46.182,4,"=2.257e-09",0.035,51.54,"<",46.182,4,"=2.257e-09",0.035,51.54,"<"
719,"ex719","faces_ex719.lst",3,"Negative binomial","(i)","(i)","(i)",0.103,0.142,0.107,0.107,0.103,0.276,0.381,0.288,0.287,0.277,0.138,0.191,0.144,0.143,0.138,113.15,4,"<2.2e-16",0.086,61.021,"<",117.46,4,"<2.2e-16",0.089,61.431,"<",117.46,4,"<2.2e-16",0.089,61.431,"<"
720,"ex720","faces_ex720.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.0776,0.104,0.0763,0.0781,0.079,0.21,0.279,0.205,0.211,0.214,0.105,0.14,0.103,0.105,0.107,87.699,4,"<2.2e-16",0.066,54.108,"<",76.046,4,"=1.197e-15",0.058,51.656,"<",76.046,4,"=1.197e-15",0.058,51.656,"<"
721,"ex721","faces_ex721.lst",3,"Negative binomial","(iv)","(iv)","(iv)",0.134,0.18,0.133,0.132,0.132,0.361,0.482,0.356,0.354,0.355,0.18,0.241,0.178,0.177,0.177,70.611,4,"=1.687e-14",0.053,45.255,"<",61.455,4,"=1.435e-12",0.047,45.081,"<",61.455,4,"=1.435e-12",0.047,45.081,"<"
722,"ex722","faces_ex722.lst",3,"Negative binomial","(v)","(v)","(iii)",0.0966,0.1298,0.0947,0.095,0.0945,0.26,0.35,0.255,0.255,0.254,0.13,0.175,0.127,0.128,0.127,47.85,4,"=1.014e-09",0.036,51.965,"<",50.97,4,"=2.265e-10",0.039,52.46,"<",50.97,4,"=2.265e-10",0.039,52.46,"<"
723,"ex723","faces_ex723.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.0719,0.0982,0.0712,0.0724,0.0794,0.195,0.265,0.191,0.195,0.215,0.0973,0.1325,0.0956,0.0973,0.1076,104.24,4,"<2.2e-16",0.079,31.198,"<",104.98,4,"<2.2e-16",0.08,31.632,"<",104.98,4,"<2.2e-16",0.08,31.632,"<"
724,"ex724","faces_ex724.lst",3,"Negative binomial","(i)","(i)","(i)",0.133,0.174,0.134,0.133,0.134,0.355,0.467,0.36,0.36,0.359,0.178,0.234,0.18,0.18,0.179,32.284,4,"=1.674e-06",0.024,34.02,"<",31.922,4,"=1.984e-06",0.024,34.383,"<",31.922,4,"=1.984e-06",0.024,34.383,"<"
725,"ex725","faces_ex725.lst",3,"Negative binomial","(v)","(v)","(v)",0.0995,0.142,0.0997,0.0998,0.0956,0.269,0.383,0.267,0.268,0.258,0.134,0.191,0.134,0.134,0.129,136.89,4,"<2.2e-16",0.104,62.307,"<",131.44,4,"<2.2e-16",0.1,60.542,"<",131.44,4,"<2.2e-16",0.1,60.542,"<"
726,"ex726","faces_ex726.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.0717,0.1091,0.0704,0.0719,0.0728,0.195,0.293,0.189,0.194,0.198,0.0974,0.1463,0.0945,0.097,0.0988,127.67,4,"<2.2e-16",0.097,69.927,"<",124.91,4,"<2.2e-16",0.095,67.616,"<",124.91,4,"<2.2e-16",0.095,67.616,"<"
